year,driverId,constructorId
1970,360,187
1970,347,187
1970,330,198
1970,333,198
1970,328,25
1970,317,32
1970,353,32
1970,357,32
1970,339,32
1970,224,32
1970,293,32
1970,340,32
1970,289,32
1970,358,32
1970,362,34
1970,356,34
1970,366,34
1970,243,34
1970,321,34
1970,207,37
1970,327,37
1970,328,37
1970,346,37
1970,238,37
1970,278,37
1970,359,37
1970,365,37
1970,223,6
1970,235,6
1970,363,6
1970,321,63
1970,341,63
1970,345,66
1970,367,66
1970,262,66
1970,352,66
1970,280,82
1970,306,82
1970,351,85
1970,312,86
1970,314,86
1970,361,86
1969,350,167
1969,370,180
1969,347,180
1969,346,180
1969,289,180
1969,340,180
1969,357,180
1969,358,180
1969,353,180
1969,207,180
1969,361,182
1969,356,182
1969,351,182
1969,235,182
1969,372,183
1969,306,187
1969,350,187
1969,304,187
1969,321,187
1969,369,187
1969,360,187
1969,371,189
1969,362,191
1969,368,191
1969,328,196
1969,306,196
1969,359,196
1969,262,197
1969,278,6
1969,345,6
1969,343,66
1969,352,66
1969,345,66
1969,341,66
1969,262,66
1968,360,1
1968,304,1
1968,341,11
1968,377,11
1968,347,11
1968,322,11
1968,347,167
1968,346,167
1968,312,167
1968,369,170
1968,289,180
1968,373,180
1968,343,180
1968,262,180
1968,207,180
1968,382,180
1968,346,180
1968,334,183
1968,304,187
1968,360,187
1968,364,187
1968,364,190
1968,351,191
1968,356,191
1968,358,191
1968,340,191
1968,293,191
1968,379,191
1968,364,191
1968,347,194
1968,304,194
1968,378,195
1968,375,195
1968,350,195
1968,376,195
1968,312,195
1968,359,195
1968,359,196
1968,328,196
1968,306,196
1968,365,26
1968,321,6
1968,333,6
1968,278,6
1968,235,6
1968,361,66
1968,345,66
1968,380,66
1968,381,66
1968,374,66
1968,370,66
1968,280,82
1968,306,82
1968,368,89
1967,341,11
1967,347,167
1967,358,167
1967,390,167
1967,346,167
1967,389,167
1967,345,167
1967,370,167
1967,235,167
1967,393,170
1967,340,170
1967,373,172
1967,388,176
1967,289,176
1967,361,176
1967,382,176
1967,373,176
1967,392,176
1967,326,180
1967,373,180
1967,289,180
1967,262,180
1967,382,180
1967,394,180
1967,390,182
1967,383,183
1967,293,183
1967,384,183
1967,368,184
1967,306,187
1967,371,189
1967,386,189
1967,364,189
1967,364,190
1967,375,190
1967,360,190
1967,356,191
1967,389,191
1967,304,191
1967,351,193
1967,360,194
1967,322,26
1967,365,26
1967,387,6
1967,385,6
1967,395,6
1967,278,6
1967,375,6
1967,328,66
1967,374,66
1967,322,66
1967,361,66
1967,388,66
1967,377,82
1967,306,82
1967,359,82
1967,235,82
1967,379,90
1967,391,90
1966,405,11
1966,386,11
1966,347,167
1966,341,167
1966,346,167
1966,382,167
1966,389,167
1966,278,167
1966,386,167
1966,358,167
1966,345,172
1966,373,172
1966,402,172
1966,397,172
1966,345,176
1966,373,176
1966,374,176
1966,397,176
1966,346,181
1966,399,181
1966,278,181
1966,383,183
1966,388,183
1966,347,183
1966,304,183
1966,360,187
1966,360,188
1966,403,189
1966,396,189
1966,364,189
1966,396,190
1966,364,190
1966,304,191
1966,356,191
1966,400,192
1966,375,6
1966,341,6
1966,387,6
1966,385,6
1966,394,6
1966,289,66
1966,398,66
1966,404,66
1966,328,66
1966,396,66
1966,401,91
1965,405,11
1965,386,11
1965,416,167
1965,417,170
1965,340,170
1965,360,170
1965,358,170
1965,419,170
1965,410,172
1965,382,172
1965,373,172
1965,402,172
1965,374,172
1965,413,172
1965,414,172
1965,423,172
1965,406,172
1965,422,172
1965,408,176
1965,278,176
1965,404,176
1965,396,176
1965,370,176
1965,305,176
1965,412,180
1965,293,180
1965,380,181
1965,346,181
1965,420,181
1965,406,182
1965,407,182
1965,364,183
1965,420,183
1965,383,183
1965,394,183
1965,304,183
1965,347,183
1965,356,183
1965,411,184
1965,334,185
1965,368,185
1965,409,186
1965,421,186
1965,362,51
1965,396,6
1965,341,6
1965,385,6
1965,425,6
1965,345,6
1965,375,6
1965,418,66
1965,289,66
1965,328,66
1965,424,66
1965,376,66
1965,426,66
1965,415,93
1964,405,11
1964,340,170
1964,403,170
1964,360,170
1964,347,170
1964,431,170
1964,399,170
1964,423,172
1964,397,172
1964,382,172
1964,309,172
1964,433,172
1964,374,172
1964,373,172
1964,278,172
1964,404,176
1964,309,176
1964,401,176
1964,278,176
1964,428,176
1964,305,176
1964,346,176
1964,420,181
1964,402,181
1964,434,181
1964,347,181
1964,346,181
1964,358,181
1964,380,182
1964,356,183
1964,364,183
1964,346,183
1964,383,183
1964,347,183
1964,341,6
1964,375,6
1964,385,6
1964,345,6
1964,408,66
1964,427,66
1964,386,66
1964,289,66
1964,394,66
1964,370,66
1964,429,92
1964,404,94
1964,401,94
1964,430,95
1964,432,96
1963,409,167
1963,443,167
1963,432,170
1963,360,170
1963,347,170
1963,408,170
1963,340,170
1963,451,170
1963,401,172
1963,441,172
1963,410,172
1963,373,172
1963,428,172
1963,452,172
1963,413,172
1963,305,172
1963,427,172
1963,433,172
1963,429,172
1963,345,172
1963,397,172
1963,356,172
1963,374,172
1963,447,173
1963,434,176
1963,436,176
1963,278,176
1963,449,176
1963,310,176
1963,404,176
1963,440,176
1963,445,176
1963,418,176
1963,346,176
1963,403,176
1963,442,177
1963,444,179
1963,412,180
1963,383,26
1963,305,26
1963,427,26
1963,418,26
1963,278,26
1963,376,26
1963,436,26
1963,433,32
1963,407,34
1963,356,34
1963,364,34
1963,362,51
1963,403,54
1963,394,54
1963,385,6
1963,435,6
1963,375,6
1963,341,6
1963,427,66
1963,289,66
1963,382,66
1963,385,66
1963,386,66
1963,439,86
1963,368,89
1963,411,89
1963,437,92
1963,438,92
1963,404,94
1963,423,95
1963,446,95
1963,430,95
1963,420,97
1963,448,98
1963,450,98
1962,376,100
1962,453,170
1962,434,170
1962,340,170
1962,360,170
1962,408,170
1962,437,170
1962,428,170
1962,470,170
1962,404,172
1962,465,172
1962,474,172
1962,373,172
1962,356,172
1962,469,172
1962,418,172
1962,460,172
1962,425,172
1962,468,172
1962,436,172
1962,473,172
1962,401,172
1962,376,172
1962,440,172
1962,368,172
1962,463,172
1962,464,172
1962,413,172
1962,346,172
1962,467,172
1962,427,172
1962,446,172
1962,410,172
1962,444,174
1962,424,175
1962,461,176
1962,418,176
1962,464,176
1962,445,176
1962,455,176
1962,346,176
1962,364,176
1962,442,177
1962,472,178
1962,341,26
1962,456,26
1962,397,32
1962,356,34
1962,385,6
1962,454,6
1962,394,6
1962,403,6
1962,435,6
1962,453,66
1962,289,66
1962,471,66
1962,386,66
1962,459,66
1962,460,66
1962,439,86
1962,453,87
1962,411,89
1962,347,95
1962,425,95
1962,364,95
1962,462,95
1962,461,95
1962,458,95
1962,457,95
1962,466,95
1962,430,95
1962,465,97
1962,438,99
1962,436,99
1962,455,99
1961,484,101
1961,475,102
1961,486,102
1961,488,103
1961,489,167
1961,385,167
1961,427,167
1961,487,167
1961,360,170
1961,434,170
1961,456,170
1961,468,170
1961,489,170
1961,418,170
1961,341,170
1961,437,170
1961,491,170
1961,453,170
1961,433,170
1961,436,170
1961,428,170
1961,492,170
1961,486,170
1961,356,170
1961,490,170
1961,495,172
1961,441,172
1961,481,172
1961,460,172
1961,480,172
1961,455,172
1961,418,172
1961,477,172
1961,485,172
1961,467,172
1961,494,172
1961,373,172
1961,437,172
1961,435,172
1961,482,172
1961,440,172
1961,408,172
1961,401,172
1961,376,172
1961,475,172
1961,404,172
1961,459,172
1961,493,172
1961,447,173
1961,444,174
1961,483,174
1961,424,175
1961,425,175
1961,403,6
1961,394,6
1961,435,6
1961,482,6
1961,386,6
1961,454,6
1961,476,6
1961,479,66
1961,289,66
1961,478,95
1961,430,95
1961,364,95
1961,431,95
1961,347,95
1961,465,97
1961,429,99
1961,482,99
1961,376,99
1960,484,101
1960,418,104
1960,545,104
1960,503,105
1960,548,105
1960,500,105
1960,483,105
1960,439,105
1960,504,105
1960,547,105
1960,507,106
1960,508,106
1960,386,106
1960,509,107
1960,449,107
1960,494,107
1960,529,107
1960,526,107
1960,536,107
1960,521,107
1960,537,107
1960,517,108
1960,510,108
1960,525,108
1960,535,108
1960,530,108
1960,533,108
1960,511,109
1960,512,110
1960,513,111
1960,515,111
1960,514,112
1960,522,112
1960,534,113
1960,531,113
1960,523,113
1960,516,113
1960,520,113
1960,532,113
1960,539,113
1960,528,113
1960,518,114
1960,519,114
1960,524,115
1960,527,116
1960,538,116
1960,427,117
1960,456,117
1960,479,118
1960,484,167
1960,483,167
1960,499,167
1960,476,167
1960,432,167
1960,491,167
1960,427,167
1960,437,167
1960,496,167
1960,418,167
1960,465,167
1960,482,170
1960,356,170
1960,479,170
1960,430,170
1960,376,170
1960,506,170
1960,427,170
1960,403,170
1960,481,170
1960,541,170
1960,360,170
1960,544,170
1960,508,170
1960,475,170
1960,546,170
1960,501,170
1960,505,170
1960,456,170
1960,486,170
1960,398,170
1960,507,170
1960,455,170
1960,483,171
1960,543,171
1960,353,171
1960,500,171
1960,341,32
1960,542,32
1960,502,32
1960,404,32
1960,497,32
1960,373,32
1960,440,32
1960,475,32
1960,541,32
1960,540,32
1960,476,6
1960,477,6
1960,386,6
1960,435,6
1960,403,6
1960,498,6
1960,289,66
1960,364,66
1960,347,66
1960,431,95
1960,478,95
1959,484,101
1959,483,105
1959,430,105
1959,543,105
1959,568,105
1959,553,105
1959,567,105
1959,576,105
1959,537,107
1959,449,107
1959,509,107
1959,559,107
1959,529,108
1959,525,108
1959,533,108
1959,510,108
1959,511,109
1959,512,110
1959,536,110
1959,563,113
1959,555,113
1959,564,113
1959,535,113
1959,557,113
1959,528,113
1959,449,113
1959,518,113
1959,522,113
1959,556,113
1959,513,113
1959,517,113
1959,516,113
1959,531,114
1959,527,114
1959,520,114
1959,560,114
1959,558,114
1959,562,115
1959,456,117
1959,566,117
1959,479,118
1959,514,119
1959,538,120
1959,561,121
1959,565,122
1959,387,123
1959,567,124
1959,575,125
1959,478,167
1959,432,167
1959,462,167
1959,456,167
1959,486,167
1959,437,167
1959,573,168
1959,505,169
1959,549,169
1959,574,169
1959,360,170
1959,550,170
1959,427,170
1959,475,170
1959,401,170
1959,418,170
1959,552,170
1959,376,170
1959,540,170
1959,570,170
1959,441,170
1959,465,170
1959,501,170
1959,486,170
1959,549,170
1959,483,170
1959,569,170
1959,356,170
1959,481,170
1959,571,32
1959,502,32
1959,506,32
1959,289,32
1959,404,32
1959,353,32
1959,542,32
1959,403,6
1959,476,6
1959,479,6
1959,477,6
1959,554,6
1959,364,6
1959,482,6
1959,478,66
1959,541,66
1959,347,66
1959,501,66
1959,475,66
1959,551,95
1959,572,95
1959,430,95
1959,476,95
1958,455,105
1958,403,105
1958,580,105
1958,427,105
1958,579,105
1958,583,105
1958,551,105
1958,582,105
1958,543,105
1958,501,105
1958,588,105
1958,554,105
1958,566,105
1958,347,105
1958,478,105
1958,547,105
1958,526,105
1958,483,105
1958,496,105
1958,553,105
1958,589,105
1958,477,105
1958,418,105
1958,592,107
1958,537,107
1958,564,107
1958,596,107
1958,525,108
1958,591,108
1958,509,108
1958,529,108
1958,528,109
1958,562,110
1958,449,110
1958,514,113
1958,523,113
1958,510,113
1958,595,113
1958,597,113
1958,560,113
1958,558,113
1958,533,113
1958,593,113
1958,516,113
1958,512,113
1958,565,113
1958,513,113
1958,555,113
1958,536,113
1958,598,113
1958,599,114
1958,527,114
1958,531,114
1958,539,114
1958,594,114
1958,590,118
1958,479,118
1958,475,118
1958,563,120
1958,584,125
1958,549,125
1958,486,125
1958,585,125
1958,587,125
1958,586,127
1958,543,127
1958,549,32
1958,289,32
1958,502,32
1958,477,32
1958,476,6
1958,482,6
1958,403,6
1958,581,6
1958,577,6
1958,578,6
1958,347,66
1958,501,66
1958,541,66
1958,554,66
1958,427,66
1958,600,87
1958,486,87
1958,541,87
1958,604,87
1958,360,87
1958,475,87
1958,437,87
1958,459,87
1958,602,87
1958,455,87
1958,603,87
1958,601,87
1958,484,87
1958,605,87
1958,456,87
1958,427,87
1958,356,87
1958,431,95
1958,430,95
1957,547,105
1957,638,105
1957,347,105
1957,483,105
1957,501,105
1957,554,105
1957,418,105
1957,609,105
1957,475,105
1957,549,105
1957,478,105
1957,496,105
1957,580,105
1957,586,105
1957,506,105
1957,579,105
1957,526,107
1957,611,108
1957,509,108
1957,514,109
1957,520,110
1957,449,110
1957,533,113
1957,529,113
1957,560,113
1957,593,113
1957,513,113
1957,565,113
1957,594,113
1957,556,113
1957,615,113
1957,532,113
1957,596,113
1957,614,113
1957,516,113
1957,613,113
1957,592,113
1957,597,113
1957,616,113
1957,555,113
1957,528,113
1957,612,113
1957,558,113
1957,562,113
1957,525,114
1957,563,114
1957,512,114
1957,527,114
1957,475,118
1957,479,118
1957,456,118
1957,590,118
1957,538,120
1957,590,125
1957,549,125
1957,577,6
1957,608,6
1957,427,6
1957,607,6
1957,573,6
1957,498,6
1957,581,6
1957,578,6
1957,606,6
1957,476,6
1957,541,66
1957,486,66
1957,618,66
1957,456,66
1957,610,66
1957,601,87
1957,621,87
1957,619,87
1957,484,87
1957,610,87
1957,459,87
1957,356,87
1957,456,87
1957,617,87
1957,431,95
1957,620,95
1957,430,95
1956,501,105
1956,547,105
1956,624,105
1956,638,105
1956,589,105
1956,583,105
1956,456,105
1956,347,105
1956,554,105
1956,620,105
1956,607,105
1956,506,105
1956,586,105
1956,627,105
1956,578,105
1956,475,105
1956,806,105
1956,580,105
1956,356,105
1956,498,105
1956,609,105
1956,633,105
1956,622,105
1956,623,105
1956,640,105
1956,496,105
1956,559,107
1956,528,109
1956,592,110
1956,514,113
1956,612,113
1956,537,113
1956,593,113
1956,630,113
1956,594,113
1956,561,113
1956,631,113
1956,509,113
1956,449,113
1956,516,113
1956,532,113
1956,529,113
1956,556,113
1956,538,113
1956,615,113
1956,555,113
1956,562,113
1956,558,113
1956,526,113
1956,611,113
1956,597,113
1956,533,113
1956,596,113
1956,595,114
1956,525,114
1956,513,114
1956,628,114
1956,520,114
1956,512,114
1956,641,118
1956,578,118
1956,635,118
1956,498,118
1956,501,118
1956,427,118
1956,541,125
1956,486,125
1956,634,125
1956,637,125
1956,610,125
1956,636,125
1956,624,128
1956,639,128
1956,626,128
1956,429,128
1956,609,128
1956,625,128
1956,629,129
1956,427,130
1956,632,6
1956,476,6
1956,483,6
1956,579,6
1956,482,6
1956,606,6
1956,581,6
1956,577,6
1956,429,6
1956,608,6
1956,541,66
1956,479,66
1956,578,66
1956,619,87
1956,585,99
1955,627,105
1955,554,105
1955,661,105
1955,645,105
1955,623,105
1955,667,105
1955,660,105
1955,547,105
1955,496,105
1955,577,105
1955,456,105
1955,643,105
1955,581,105
1955,501,105
1955,651,105
1955,609,105
1955,607,105
1955,644,105
1955,509,108
1955,528,109
1955,523,111
1955,513,111
1955,561,113
1955,533,113
1955,597,113
1955,519,113
1955,653,113
1955,658,113
1955,615,113
1955,529,113
1955,563,113
1955,558,113
1955,656,113
1955,593,113
1955,628,113
1955,555,113
1955,556,113
1955,559,113
1955,654,113
1955,612,113
1955,655,113
1955,611,113
1955,657,113
1955,596,113
1955,538,113
1955,512,114
1955,518,114
1955,449,114
1955,525,114
1955,501,118
1955,663,118
1955,578,118
1955,666,125
1955,486,125
1955,665,125
1955,664,125
1955,661,125
1955,662,128
1955,650,128
1955,624,128
1955,649,128
1955,646,128
1955,625,128
1955,626,128
1955,668,128
1955,659,129
1955,478,131
1955,609,131
1955,475,131
1955,648,131
1955,641,131
1955,579,131
1955,589,132
1955,608,132
1955,633,132
1955,647,132
1955,652,133
1955,631,134
1955,532,135
1955,592,136
1955,586,137
1955,642,6
1955,660,6
1955,427,6
1955,578,6
1955,501,6
1955,608,6
1955,632,6
1955,498,6
1955,641,6
1955,620,6
1955,633,6
1955,356,87
1954,577,105
1954,672,105
1954,579,105
1954,640,105
1954,638,105
1954,627,105
1954,663,105
1954,647,105
1954,633,105
1954,541,105
1954,501,105
1954,644,105
1954,456,105
1954,670,105
1954,669,105
1954,496,105
1954,580,105
1954,643,105
1954,475,105
1954,694,105
1954,528,109
1954,658,113
1954,597,113
1954,559,113
1954,519,113
1954,657,113
1954,556,113
1954,659,113
1954,555,113
1954,679,113
1954,656,113
1954,509,113
1954,612,113
1954,613,113
1954,676,113
1954,628,113
1954,730,113
1954,526,113
1954,518,113
1954,611,113
1954,674,113
1954,529,113
1954,520,113
1954,593,113
1954,653,113
1954,615,113
1954,673,113
1954,799,113
1954,675,114
1954,654,114
1954,521,114
1954,525,114
1954,581,118
1954,683,125
1954,682,125
1954,684,125
1954,685,125
1954,665,125
1954,554,128
1954,650,128
1954,681,128
1954,671,128
1954,632,128
1954,625,128
1954,429,128
1954,693,128
1954,645,128
1954,655,129
1954,702,129
1954,596,129
1954,691,131
1954,478,131
1954,579,131
1954,648,131
1954,647,132
1954,633,132
1954,651,133
1954,612,134
1954,702,134
1954,678,134
1954,730,134
1954,449,135
1954,513,135
1954,592,136
1954,612,138
1954,556,138
1954,512,138
1954,805,139
1954,677,139
1954,692,140
1954,626,6
1954,578,6
1954,647,6
1954,620,6
1954,641,6
1954,642,6
1954,680,6
1954,427,6
1954,498,6
1954,627,6
1954,686,6
1954,690,87
1954,688,87
1954,687,87
1954,619,87
1954,689,87
1954,547,87
1953,577,105
1953,691,105
1953,670,105
1953,669,105
1953,498,105
1953,697,105
1953,622,105
1953,660,105
1953,644,105
1953,579,105
1953,640,105
1953,695,105
1953,528,107
1953,518,110
1953,659,113
1953,804,113
1953,513,113
1953,700,113
1953,518,113
1953,520,113
1953,593,113
1953,657,113
1953,702,113
1953,449,113
1953,521,113
1953,699,113
1953,655,113
1953,797,113
1953,615,113
1953,630,113
1953,653,113
1953,555,113
1953,612,113
1953,677,113
1953,613,113
1953,512,113
1953,654,113
1953,611,113
1953,556,113
1953,656,113
1953,701,113
1953,658,113
1953,509,113
1953,628,114
1953,675,114
1953,529,114
1953,559,114
1953,520,114
1953,521,114
1953,707,125
1953,660,125
1953,429,125
1953,486,125
1953,669,125
1953,664,125
1953,456,125
1953,475,125
1953,666,125
1953,589,127
1953,625,127
1953,643,128
1953,626,128
1953,554,128
1953,693,128
1953,427,128
1953,496,128
1953,501,128
1953,612,129
1953,679,129
1953,667,133
1953,486,133
1953,704,133
1953,719,133
1953,581,133
1953,632,133
1953,651,133
1953,708,133
1953,525,134
1953,702,139
1953,649,141
1953,681,141
1953,673,142
1953,512,143
1953,478,144
1953,711,144
1953,712,144
1953,703,144
1953,455,144
1953,692,144
1953,716,144
1953,718,144
1953,709,145
1953,710,145
1953,431,146
1953,715,147
1953,713,147
1953,717,147
1953,680,6
1953,633,6
1953,647,6
1953,714,6
1953,578,6
1953,721,6
1953,720,6
1953,627,6
1953,620,6
1953,722,6
1953,642,6
1953,696,87
1953,698,87
1953,619,87
1953,475,87
1953,690,87
1953,705,87
1953,689,87
1953,687,87
1953,663,87
1953,706,87
1952,697,105
1952,640,105
1952,761,105
1952,746,105
1952,501,105
1952,748,105
1952,498,105
1952,759,105
1952,741,105
1952,622,105
1952,762,105
1952,727,107
1952,518,110
1952,731,110
1952,675,110
1952,513,111
1952,521,113
1952,726,113
1952,449,113
1952,593,113
1952,629,113
1952,656,113
1952,592,113
1952,702,113
1952,657,113
1952,612,113
1952,728,113
1952,733,113
1952,658,113
1952,699,113
1952,615,113
1952,628,113
1952,611,113
1952,520,113
1952,525,113
1952,732,113
1952,509,113
1952,526,114
1952,744,125
1952,664,125
1952,742,125
1952,743,125
1952,475,125
1952,745,126
1952,687,126
1952,625,127
1952,669,128
1952,660,128
1952,554,128
1952,427,128
1952,626,128
1952,734,129
1952,729,129
1952,475,133
1952,708,133
1952,660,133
1952,632,133
1952,736,133
1952,651,133
1952,704,133
1952,738,133
1952,758,133
1952,725,133
1952,581,133
1952,677,139
1952,660,141
1952,737,141
1952,669,141
1952,632,141
1952,427,141
1952,720,141
1952,757,144
1952,750,144
1952,756,144
1952,692,144
1952,751,144
1952,703,144
1952,753,144
1952,724,144
1952,709,145
1952,754,145
1952,715,145
1952,710,145
1952,712,147
1952,752,147
1952,717,147
1952,705,148
1952,663,148
1952,730,149
1952,529,150
1952,475,151
1952,749,152
1952,739,152
1952,760,153
1952,456,6
1952,647,6
1952,723,6
1952,641,6
1952,627,6
1952,736,6
1952,721,6
1952,609,6
1952,755,6
1952,633,6
1952,740,6
1952,735,6
1952,642,6
1952,687,6
1952,722,6
1952,717,6
1952,663,87
1952,747,87
1952,686,87
1952,689,87
1952,578,87
1952,688,87
1951,640,105
1951,777,105
1951,780,105
1951,580,105
1951,782,105
1951,501,105
1951,779,105
1951,589,105
1951,732,105
1951,747,105
1951,669,105
1951,670,105
1951,728,107
1951,726,110
1951,657,111
1951,615,113
1951,767,113
1951,593,113
1951,611,113
1951,729,113
1951,699,113
1951,733,113
1951,770,113
1951,766,113
1951,526,113
1951,658,113
1951,675,113
1951,673,113
1951,700,113
1951,534,113
1951,771,113
1951,629,113
1951,654,114
1951,731,119
1951,776,126
1951,762,127
1951,725,133
1951,475,133
1951,734,134
1951,630,134
1951,653,135
1951,449,139
1951,609,141
1951,626,141
1951,775,141
1951,427,141
1951,721,144
1951,612,149
1951,529,150
1951,768,150
1951,518,150
1951,772,150
1951,619,151
1951,778,151
1951,741,154
1951,627,154
1951,773,154
1951,704,154
1951,708,154
1951,429,154
1951,589,154
1951,765,154
1951,498,154
1951,764,154
1951,660,154
1951,680,154
1951,783,154
1951,774,154
1951,769,155
1951,521,156
1951,763,51
1951,786,51
1951,642,51
1951,697,51
1951,640,51
1951,756,51
1951,579,51
1951,641,6
1951,633,6
1951,498,6
1951,687,6
1951,622,6
1951,723,6
1951,686,6
1951,647,6
1951,686,66
1951,781,66
1951,661,66
1950,747,105
1950,778,105
1950,686,105
1950,640,105
1950,498,105
1950,792,105
1950,756,105
1950,740,105
1950,800,105
1950,784,105
1950,697,105
1950,677,105
1950,762,105
1950,589,105
1950,788,105
1950,780,105
1950,669,105
1950,731,105
1950,537,107
1950,526,110
1950,726,110
1950,615,113
1950,794,113
1950,654,113
1950,611,113
1950,630,113
1950,593,113
1950,559,113
1950,771,113
1950,732,113
1950,659,113
1950,799,113
1950,529,113
1950,658,113
1950,770,113
1950,772,113
1950,653,116
1950,766,119
1950,785,126
1950,776,126
1950,518,129
1950,555,138
1950,626,141
1950,427,141
1950,529,150
1950,701,150
1950,768,150
1950,790,151
1950,787,151
1950,666,151
1950,619,151
1950,661,151
1950,774,154
1950,741,154
1950,773,154
1950,801,154
1950,789,154
1950,627,154
1950,704,154
1950,660,154
1950,764,154
1950,793,154
1950,501,154
1950,765,154
1950,795,156
1950,520,157
1950,796,158
1950,797,159
1950,509,160
1950,803,161
1950,798,161
1950,729,162
1950,697,163
1950,641,51
1950,642,51
1950,686,51
1950,763,51
1950,786,51
1950,579,51
1950,802,6
1950,633,6
1950,687,6
1950,793,6
1950,647,6
1950,791,6
1950,501,87
